cidade_origem,latitude_origem,longitude_origem,hospital,cidade_hospital,latitude_hospital,longitude_hospital,telefone,endereco,distancia_km,soro,animal
Lajedo,-8.657914,-36.329336,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,60.139,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Limoeiro,-7.872599,-35.440154,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,63.014,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Macaparana,-7.555638,-35.44246,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,81.451,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Machados,-7.688274,-35.511376,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,78.763,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Manari,-8.964901,-37.631298,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,87.307,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Maraial,-8.790624,-35.82663,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,62.464,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Mirandiba,-8.121131,-38.738841,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,41.822,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Moreilândia,-7.619314,-39.545999,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,66.148,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Moreno,-8.108706,-35.08354,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,21.332,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Nazaré da Mata,-7.741491,-35.219297,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,49.435,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Olinda,-8.010166,-34.854504,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,6.779,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Orobó,-7.745535,-35.595568,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,69.225,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Orocó,-8.610258,-39.602631,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,81.454,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Ouricuri,-7.879184,-40.079983,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,0.63,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Palmares,-8.684226,-35.589032,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,64.444,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Palmeirina,-9.010896,-36.324202,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,93.057,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Panelas,-8.661211,-36.012539,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,46.211,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Paranatama,-8.91875,-36.654905,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,70.364,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Parnamirim,-8.087292,-39.579547,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,51.522,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Passira,-7.997102,-35.581261,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,51.227,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Paudalho,-7.90287,-35.171639,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,34.441,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Paulista,-7.934007,-34.868407,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,13.601,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Pedra,-8.496411,-36.939962,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,15.072,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Pesqueira,-8.357974,-36.697783,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,39.976,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Petrolina,-9.388662,-40.502731,Hospital Universitário de Petrolina (HU-UNIVASF),Petrolina,-9.39235484268768,-40.495606654821415,(87) 2101-6501/6526,Avenida José de Sá Maniçoba s/n - Centro,0.883,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Petrolândia,-9.068627,-38.302664,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,119.434,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Pombos,-8.139816,-35.396732,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,55.779,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Poção,-8.187258,-36.711137,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,45.945,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Primavera,-8.329987,-35.354378,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,58.851,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Quipapá,-8.811752,-36.013665,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,62.817,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Quixaba,-7.707339,-37.84458,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,58.98,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Recife,-8.046658,-34.877065,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,2.439,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Riacho das Almas,-8.137417,-35.864796,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,16.92,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Ribeirão,-8.509568,-35.369824,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,72.429,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Rio Formoso,-8.659196,-35.153212,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,72.656,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Sairé,-8.328638,-35.696737,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,31.887,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Salgadinho,-7.926901,-35.650288,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,50.104,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Salgueiro,-8.073734,-39.12469,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,2.135,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Saloá,-8.972301,-36.691031,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,72.814,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Sanharó,-8.360969,-36.569598,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,53.883,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Santa Cruz,-8.241534,-40.343368,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,48.871,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Santa Cruz da Baixa Verde,-7.81339,-38.14756,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,25.583,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Santa Cruz do Capibaribe,-7.948019,-36.206092,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,41.66,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Santa Filomena,-8.166877,-40.607854,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,65.707,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Santa Maria da Boa Vista,-8.797655,-39.824056,Hospital Universitário de Petrolina (HU-UNIVASF),Petrolina,-9.39235484268768,-40.495606654821415,(87) 2101-6501/6526,Avenida José de Sá Maniçoba s/n - Centro,98.874,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Santa Maria do Cambucá,-7.83676,-35.894138,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,46.014,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Santa Terezinha,-7.37696,-37.47875,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,112.98,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Serra Talhada,-7.981778,-38.289034,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,1.33,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Serrita,-7.940406,-39.295062,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,23.934,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Sertânia,-8.068467,-37.268393,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,45.671,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Sirinhaém,-8.587782,-35.11259,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,63.652,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Solidão,-7.594717,-37.644494,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,84.311,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Surubim,-7.847456,-35.748102,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,50.534,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
São Benedito do Sul,-8.816603,-35.945346,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,63.277,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
São Bento do Una,-8.52637,-36.446469,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,60.641,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
São Caitano,-8.329239,-36.144077,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,20.937,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
São Joaquim do Monte,-8.431962,-35.803498,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,27.904,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
São José da Coroa Grande,-8.889375,-35.151461,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,96.578,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
São José do Belmonte,-7.857235,-38.757689,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,45.049,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
São José do Egito,-7.469447,-37.273974,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,108.13,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
São João,-8.875762,-36.36532,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,81.987,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
São Lourenço da Mata,-8.00684,-35.012359,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,13.601,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
São Vicente Ferrer,-7.589691,-35.480844,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,82.218,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Tabira,-7.583661,-37.537735,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,95.158,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Tacaimbó,-8.308673,-36.300035,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,36.621,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Tacaratu,-9.097976,-38.150401,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,123.763,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Tamandaré,-8.756646,-35.103285,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,80.997,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Taquaritinga do Norte,-7.894457,-36.042265,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,39.515,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Terezinha,-9.056208,-36.627236,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,84.426,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Terra Nova,-8.222436,-39.382482,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,34.803,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Timbaúba,-7.504835,-35.311884,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,75.913,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Toritama,-8.009546,-36.063659,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,27.878,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Tracunhaém,-7.802284,-35.231421,Hospital da Restauração,Recife,-8.05335858377205,-34.89814075113761,0800-7226001/(81) 3181-6453,Avenida Gov. Agamenon Magalhães s/n - Derby,46.06,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Trindade,-7.759,-40.26472,Hospital Regional Fernando Bezerra,Ouricuri,-7.88296157295859,-40.08426143368934,(87) 3874-4844,Rua Teobaldo Gomes Torres 8 - Centro,24.168,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Triunfo,-7.832719,-38.097776,Hospital Regional Professor Agamenon Magalhães,Serra Talhada,-7.988750927889709,-38.298863653346295,(87) 3831-9600,Rua Comandante Superior 955 - Nossa Senhora da Penha,28.097,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Tupanatinga,-8.747984,-37.344532,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,48.089,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Tuparetama,-7.6003,-37.31653,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,95.391,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Venturosa,-8.578855,-36.874187,Hospital e Policlínica Rui de Barros Correia,Arcoverde,-8.422456053716937,-37.05492984556602,(87) 3821-8296,Avenida Agamenon Magalhães s/n - São Miguel,26.367,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Verdejante,-7.922353,-38.970083,Hospital Regional Inácio de Sá,Salgueiro,-8.058328948519646,-39.11302058865943,(87) 3276-1190,Rua Antonio de Alencar Sampaio 346 - Planalto,21.782,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
Vertente do Lério,-7.770844,-35.849054,Hospital Mestre Vitalino,Caruaru,-8.245171504821428,-35.973794851893615,(81) 3725-7750,Avenida Amazonas 175 - Bairro Universitário,54.231,Soro Antibotrópico (SAB) -  Jararaca. Jararacuçu,Serpente (cobra)
